Student_Name,Gender,Grade_Level,Section,Payment_Status,Favorite_Subject,Extracurricular,Tuition_Fee,Monthly_Allowance,Current_GPA,Enrollment_Date,Date_of_Birth
Kathy Andersen,Non-binary,Grade 11,C-Sapphire,Scholarship,History,None,20256.01,4367,79.72,2025-12-07,2007-05-31
Katelyn Miller,Non-binary,Grade 11,D-Ruby,Scholarship,Computer Science,Varsity,38876.38,2781,81.69,2026-05-02,2010-12-02
Lindsey Ferguson,Male,Grade 6,D-Ruby,Installment,Mathematics,Arts Club,43952.01,1913,89.11,2025-10-11,2015-02-25
Brandon Crosby,Female,Grade 11,D-Ruby,Scholarship,Computer Science,Student Council,28031.77,3157,86.29,2025-06-28,2016-04-15
Heather Mann,Male,Grade 9,D-Ruby,Full Payment,Computer Science,Glee Club,27071.96,4814,98.58,2025-06-24,2017-12-13
William Anderson,Non-binary,Grade 6,B-Emerald,Scholarship,Science,None,28911.0,3871,91.91,2025-06-01,2014-05-27
Tiffany Waters,Female,Grade 6,A-Diamond,Scholarship,History,None,42606.14,3002,82.91,2026-01-20,2009-10-22
Bridget Craig,Female,Grade 9,D-Ruby,Scholarship,Computer Science,Glee Club,21244.87,4844,79.32,2025-09-22,2017-10-15
April Morris,Non-binary,Grade 7,C-Sapphire,Late Payment,Computer Science,Glee Club,18119.85,1879,75.56,2026-03-18,2020-01-16
Troy Pope,Female,Grade 11,D-Ruby,Full Payment,Computer Science,Student Council,44155.11,3230,78.78,2025-12-08,2018-08-10
Jimmy Flores,Non-binary,Grade 1,D-Ruby,Scholarship,Computer Science,None,39161.22,1991,77.46,2025-06-15,2012-01-16
Luis Roberts,Male,Grade 1,C-Sapphire,Installment,Computer Science,Arts Club,24485.26,4091,86.85,2025-08-14,2014-12-22
Belinda Bartlett,Female,Grade 7,D-Ruby,Full Payment,History,None,33708.75,4115,98.92,2026-03-25,2020-05-05
Douglas Roberts,Female,Grade 6,D-Ruby,Full Payment,Computer Science,None,29861.14,3827,89.28,2025-06-22,2011-05-20
Sophia Jones,Female,Grade 3,D-Ruby,Installment,Computer Science,Glee Club,35611.83,4192,78.41,2025-06-20,2020-04-03
Jason Knox,Female,Grade 6,B-Emerald,Full Payment,Literature,Student Council,33191.2,969,95.09,2025-11-25,2016-01-13
Janet Herman,Male,Grade 12,A-Diamond,Installment,Literature,Student Council,24533.78,2881,79.11,2026-03-25,2008-12-29
Randy Torres,Female,Grade 1,A-Diamond,Installment,Mathematics,Student Council,38109.98,3441,85.77,2026-04-16,2016-04-09
Evelyn Rogers,Male,Grade 7,D-Ruby,Late Payment,Literature,Arts Club,16465.73,2395,91.76,2025-09-20,2018-08-24
Gina Pittman,Male,Grade 6,A-Diamond,Scholarship,Science,Arts Club,35853.32,737,75.41,2025-05-17,2015-08-13
Ryan Howell,Female,Grade 12,B-Emerald,Scholarship,History,Varsity,24100.59,2881,76.16,2026-02-17,2017-10-05
Jasmine Bernard,Non-binary,Grade 1,A-Diamond,Scholarship,Mathematics,None,30193.67,1785,83.57,2025-10-27,2018-11-07
Patrick Powers,Male,Grade 9,B-Emerald,Installment,Science,Glee Club,25393.14,3268,87.83,2026-04-02,2019-01-14
Victoria Wells,Male,Grade 3,D-Ruby,Scholarship,History,Glee Club,44526.76,4623,75.56,2025-07-13,2016-01-13
Ryan Valencia,Female,Grade 3,D-Ruby,Full Payment,Mathematics,None,40026.96,3263,97.36,2025-06-27,2014-02-08
David Mcdaniel,Male,Grade 7,B-Emerald,Installment,Computer Science,Arts Club,28911.03,4463,85.82,2025-12-03,2018-10-26
Jennifer Lane,Male,Grade 11,C-Sapphire,Full Payment,Science,Glee Club,24450.88,1225,92.64,2025-12-06,2015-03-12
Karen Hayes,Non-binary,Grade 7,B-Emerald,Scholarship,Mathematics,Glee Club,25345.86,1297,85.12,2025-05-07,2011-04-06
Carl Blake,Non-binary,Grade 9,C-Sapphire,Full Payment,Mathematics,Varsity,20459.31,1753,92.9,2026-02-03,2012-01-03
Glenn Hunt,Male,Grade 12,A-Diamond,Full Payment,Mathematics,Arts Club,28918.28,4199,82.06,2025-10-10,2012-05-11
Tonya Alvarez,Non-binary,Grade 6,C-Sapphire,Scholarship,History,Arts Club,22396.82,1364,86.84,2025-06-30,2011-12-11
Darlene Perez,Male,Grade 3,B-Emerald,Installment,History,Student Council,34013.42,3945,90.56,2025-11-17,2013-09-13
John Wilson,Female,Grade 7,C-Sapphire,Installment,Science,Student Council,19179.95,2865,78.32,2025-06-27,2009-12-18
Garrett Holmes,Non-binary,Grade 9,B-Emerald,Installment,Science,Glee Club,29583.66,1347,86.18,2026-01-27,2012-12-27
Nicole Baker,Male,Grade 3,C-Sapphire,Full Payment,Computer Science,Student Council,22541.77,2719,77.27,2025-11-02,2009-08-27
Cory Lindsey,Male,Grade 6,B-Emerald,Installment,Computer Science,None,29651.89,4077,95.28,2025-10-11,2013-04-14
Alan Wright,Male,Grade 11,A-Diamond,Scholarship,History,None,43732.57,3386,92.99,2026-01-28,2015-02-25
Mrs. Brittany Barton MD,Male,Grade 7,D-Ruby,Late Payment,Literature,None,27931.39,1781,80.0,2026-03-13,2011-07-13
Albert Bryant,Non-binary,Grade 7,C-Sapphire,Scholarship,Mathematics,Arts Club,20216.91,1423,84.85,2025-12-25,2010-04-23
Jennifer Mendoza,Female,Grade 9,A-Diamond,Scholarship,History,Student Council,44839.81,2737,97.33,2025-09-17,2014-06-20
Donald Jones,Female,Grade 1,A-Diamond,Late Payment,Computer Science,Arts Club,26967.63,4056,79.22,2025-09-22,2018-09-13
Michelle Mccarthy,Male,Grade 7,C-Sapphire,Late Payment,Literature,Varsity,32842.79,3206,83.82,2026-03-16,2011-09-04
Heather Hartman,Female,Grade 9,D-Ruby,Scholarship,History,Arts Club,43455.45,2650,90.31,2026-03-21,2011-10-27
Leonard Jenkins,Female,Grade 11,B-Emerald,Scholarship,Science,Student Council,26001.88,2654,94.6,2025-11-26,2020-01-03
Kristin Sanchez,Male,Grade 6,B-Emerald,Full Payment,Science,None,16248.91,628,98.1,2025-11-03,2018-11-21
Jason Cox,Non-binary,Grade 11,A-Diamond,Installment,History,Varsity,41590.75,1756,82.49,2026-02-28,2010-08-29
Patrick Young,Male,Grade 1,A-Diamond,Late Payment,Science,Arts Club,18997.91,3471,82.71,2026-03-15,2018-01-06
Katherine Powell,Female,Grade 7,B-Emerald,Full Payment,Mathematics,Student Council,34639.89,1251,97.54,2025-11-13,2017-02-19
Denise Cook,Male,Grade 11,C-Sapphire,Late Payment,Literature,Student Council,23913.84,2805,84.5,2025-09-02,2007-08-04
Laura Murray,Male,Grade 1,C-Sapphire,Full Payment,Computer Science,Varsity,38492.48,932,89.32,2026-03-25,2013-10-10
Christopher May,Non-binary,Grade 1,A-Diamond,Installment,Science,None,35587.98,1724,90.38,2025-08-05,2013-03-13
Daniel Young,Male,Grade 12,D-Ruby,Scholarship,History,Glee Club,23402.47,1168,80.93,2026-04-04,2010-12-04
Jessica Brown,Male,Grade 6,B-Emerald,Installment,Mathematics,None,25235.63,1508,88.48,2025-09-12,2012-07-18
Ian Ross,Non-binary,Grade 11,A-Diamond,Scholarship,History,Student Council,44485.64,960,93.64,2026-02-13,2015-10-30
Michelle Williams,Female,Grade 11,D-Ruby,Late Payment,History,None,30768.31,520,75.83,2025-12-19,2020-04-03
Dr. Andrew Hawkins,Male,Grade 9,A-Diamond,Late Payment,Science,None,27302.13,3248,78.92,2025-07-22,2018-03-01
Anthony Brown,Non-binary,Grade 3,B-Emerald,Late Payment,History,Student Council,41263.1,3700,89.82,2026-03-29,2008-11-17
Alexander Sims,Non-binary,Grade 7,A-Diamond,Scholarship,Computer Science,Student Council,40302.06,4150,75.39,2025-09-12,2020-04-25
Donald Goodman,Female,Grade 12,B-Emerald,Full Payment,Science,None,24416.88,2541,95.05,2025-11-26,2018-10-18
Dr. Frank Young,Female,Grade 11,B-Emerald,Full Payment,Literature,Arts Club,20684.57,4529,92.72,2025-10-10,2016-05-15
Daniel Melendez MD,Non-binary,Grade 6,D-Ruby,Full Payment,History,Varsity,34754.76,501,88.43,2025-10-23,2016-04-09
Antonio Fisher,Non-binary,Grade 3,C-Sapphire,Late Payment,History,Student Council,20702.91,2849,94.5,2025-12-31,2018-06-24
Roy Rocha,Non-binary,Grade 1,D-Ruby,Scholarship,History,Varsity,38030.19,1512,80.79,2025-07-16,2015-10-05
Brett Perry,Male,Grade 11,D-Ruby,Installment,Literature,Varsity,33122.31,2306,76.0,2025-08-08,2014-04-15
Lynn Wright,Non-binary,Grade 3,B-Emerald,Installment,Science,Varsity,18373.97,3929,86.06,2026-02-12,2013-09-14
Diana Ochoa,Female,Grade 9,C-Sapphire,Scholarship,Computer Science,None,28781.13,3445,80.77,2025-10-07,2020-04-29
Michael Leon,Male,Grade 1,A-Diamond,Scholarship,Science,Glee Club,18365.96,1577,94.08,2025-09-18,2015-01-09
Marie Pierce,Non-binary,Grade 7,B-Emerald,Full Payment,Literature,Varsity,40820.37,788,78.52,2025-09-22,2009-05-09
Mrs. Danielle Bell,Female,Grade 6,B-Emerald,Scholarship,Literature,Arts Club,34171.22,2526,89.66,2025-11-07,2017-11-22
Jordan Hatfield,Female,Grade 9,B-Emerald,Scholarship,History,Student Council,17663.72,1858,85.87,2026-04-16,2015-11-30
Stephanie Baker,Male,Grade 6,A-Diamond,Installment,Literature,Glee Club,19274.97,3063,78.28,2025-11-08,2017-07-02
Victor Leach,Male,Grade 6,C-Sapphire,Installment,History,Glee Club,21290.22,2902,90.31,2026-02-07,2007-09-01
David Phillips,Non-binary,Grade 6,B-Emerald,Full Payment,History,None,43545.1,897,78.87,2025-07-16,2020-03-23
Kevin Mcgee,Male,Grade 1,D-Ruby,Late Payment,Science,Glee Club,44046.49,593,91.75,2025-10-01,2010-06-27
Janet Goodwin,Female,Grade 9,A-Diamond,Late Payment,Computer Science,Arts Club,23902.53,707,79.07,2025-11-11,2012-09-16
Laura Wilson,Female,Grade 12,A-Diamond,Scholarship,Mathematics,Arts Club,31576.03,3788,75.03,2025-07-18,2013-02-27
Miss April Bartlett,Female,Grade 6,A-Diamond,Full Payment,Science,Varsity,38698.78,1031,81.46,2026-03-08,2014-07-09
Dorothy Lowery,Female,Grade 9,A-Diamond,Full Payment,History,Glee Club,36589.04,1798,98.36,2025-10-29,2018-12-15
Zachary Mayo,Female,Grade 6,C-Sapphire,Installment,History,Varsity,17782.54,3434,87.5,2025-06-14,2012-07-21
Ashley Johnson,Male,Grade 6,D-Ruby,Full Payment,Literature,Arts Club,17899.05,1105,94.4,2025-09-23,2017-08-20
Christopher Hall,Non-binary,Grade 12,C-Sapphire,Scholarship,Science,Student Council,24171.53,3629,83.05,2025-10-21,2011-10-23
Jenny Pugh,Non-binary,Grade 7,C-Sapphire,Full Payment,Literature,Glee Club,43888.36,3246,85.5,2025-11-09,2015-08-19
Lori Lewis,Female,Grade 9,A-Diamond,Full Payment,Literature,Student Council,25258.4,2585,95.65,2026-01-17,2012-11-25
Sean Stephens,Female,Grade 9,A-Diamond,Installment,History,Glee Club,29313.05,3796,97.15,2025-11-17,2020-02-09
Holly Delgado,Male,Grade 7,D-Ruby,Scholarship,Computer Science,Student Council,22975.7,4772,77.07,2025-08-09,2010-10-23
Amber Mitchell,Male,Grade 7,C-Sapphire,Installment,Mathematics,Student Council,43316.08,4202,78.11,2025-10-09,2010-10-05
Sara Taylor,Non-binary,Grade 9,D-Ruby,Scholarship,Literature,Varsity,43482.23,1932,88.39,2025-10-25,2007-09-28
Phillip Mccullough,Male,Grade 1,C-Sapphire,Full Payment,Computer Science,Arts Club,28188.86,2508,75.08,2026-01-17,2012-01-06
Thomas Herrera,Non-binary,Grade 1,D-Ruby,Late Payment,Mathematics,Varsity,31677.11,661,75.69,2025-06-18,2008-03-28
Jackson Davis,Male,Grade 1,D-Ruby,Full Payment,Computer Science,Glee Club,24770.22,1016,92.69,2026-01-02,2012-07-04
Joan Ward,Female,Grade 6,C-Sapphire,Late Payment,Literature,Varsity,28444.95,4348,90.86,2026-03-04,2015-07-19
Kelly Briggs,Non-binary,Grade 3,A-Diamond,Full Payment,History,Glee Club,17963.34,3315,92.0,2025-09-10,2015-08-25
Melissa Taylor,Female,Grade 3,A-Diamond,Installment,History,None,30635.16,613,80.95,2025-10-12,2007-08-19
Samuel Jones,Female,Grade 3,D-Ruby,Installment,Science,Arts Club,15672.29,1042,85.4,2025-10-26,2015-08-07
Chelsea Perkins,Non-binary,Grade 11,C-Sapphire,Scholarship,Mathematics,Glee Club,37470.67,2693,82.86,2025-08-20,2018-05-15
Samuel Douglas,Male,Grade 1,B-Emerald,Full Payment,Mathematics,Arts Club,44449.75,1301,95.94,2026-05-02,2019-04-03
Angela Peterson,Female,Grade 7,A-Diamond,Late Payment,History,None,42124.7,2191,97.88,2026-02-05,2017-01-07
Phillip Marshall,Male,Grade 7,A-Diamond,Scholarship,History,Varsity,26831.71,2094,95.21,2026-03-02,2011-08-10
Sean Madden,Non-binary,Grade 12,D-Ruby,Installment,Computer Science,Varsity,21795.74,4033,80.07,2025-07-14,2010-02-03
Calvin Wagner,Non-binary,Grade 1,C-Sapphire,Installment,Mathematics,Arts Club,41199.45,1460,93.64,2026-04-17,2010-09-30
Kimberly Chavez,Female,Grade 12,C-Sapphire,Installment,Mathematics,Arts Club,24023.91,4855,95.58,2026-03-21,2010-07-20
Heather Brown,Male,Grade 1,D-Ruby,Scholarship,Science,Arts Club,29380.43,1086,83.14,2026-04-22,2011-03-20
Walter Reeves,Male,Grade 1,A-Diamond,Installment,History,Glee Club,31834.33,1753,82.03,2026-02-25,2015-12-05
Carol Foster,Female,Grade 11,C-Sapphire,Installment,Mathematics,Varsity,41725.42,1562,83.41,2025-06-10,2011-07-01
Susan Petty,Male,Grade 7,D-Ruby,Late Payment,Science,Glee Club,24938.0,4466,90.53,2025-08-06,2009-07-27
Lauren Smith,Female,Grade 11,A-Diamond,Late Payment,Computer Science,Arts Club,44361.23,1313,88.92,2025-11-26,2019-10-20
Anna Clayton,Non-binary,Grade 1,A-Diamond,Late Payment,Computer Science,Varsity,31361.26,4399,88.08,2025-06-21,2016-12-29
Joshua Mercado,Male,Grade 3,A-Diamond,Full Payment,Literature,None,26788.1,1990,95.81,2026-01-29,2016-09-21
Anna Russell,Non-binary,Grade 6,C-Sapphire,Late Payment,Literature,Student Council,44019.95,4389,98.5,2026-01-06,2017-09-30
Courtney Jones,Female,Grade 7,D-Ruby,Full Payment,Mathematics,None,20555.97,4615,88.71,2025-11-02,2019-05-29
Fernando Bass,Female,Grade 11,A-Diamond,Full Payment,Science,Student Council,43307.02,2206,79.18,2025-07-06,2016-01-10
Jacob Robinson,Male,Grade 7,A-Diamond,Full Payment,Literature,Student Council,35126.2,2676,80.21,2025-07-04,2007-09-04
Taylor Randall,Non-binary,Grade 11,B-Emerald,Scholarship,Science,Arts Club,44059.57,2673,90.18,2025-12-06,2007-06-04
Eric Fields,Non-binary,Grade 6,A-Diamond,Late Payment,Mathematics,None,29372.09,871,90.76,2025-09-15,2010-08-18
Keith Gonzalez,Female,Grade 11,B-Emerald,Late Payment,Mathematics,Glee Club,24634.21,2127,95.5,2026-02-26,2012-01-08
John Short,Non-binary,Grade 6,C-Sapphire,Full Payment,Computer Science,Student Council,37493.47,3823,82.29,2026-02-21,2017-05-18
Kathryn Ford,Female,Grade 7,D-Ruby,Installment,Science,Student Council,30766.21,3927,98.27,2026-01-03,2015-04-01
Ashley Smith MD,Non-binary,Grade 3,D-Ruby,Late Payment,Science,Varsity,43576.83,4605,75.69,2025-11-04,2011-04-13
Kayla Hall,Non-binary,Grade 6,A-Diamond,Scholarship,Mathematics,Glee Club,33501.26,1109,97.0,2026-01-08,2019-05-16
Michael Boyle,Female,Grade 1,B-Emerald,Scholarship,History,None,25876.24,4663,84.98,2025-09-07,2019-11-09
Natasha Perry,Male,Grade 7,D-Ruby,Late Payment,Computer Science,Arts Club,35715.17,1621,96.63,2025-10-07,2018-09-12
Richard Wilson,Male,Grade 12,A-Diamond,Scholarship,History,Arts Club,32959.78,4883,88.44,2026-03-17,2008-02-16
Madison Gay,Non-binary,Grade 3,B-Emerald,Full Payment,Computer Science,Varsity,34723.39,1971,78.45,2025-10-27,2007-10-10
Erika Dougherty,Male,Grade 12,D-Ruby,Installment,Mathematics,Student Council,43545.96,3729,83.5,2025-05-16,2010-02-05
Anthony Lewis,Male,Grade 3,C-Sapphire,Scholarship,Computer Science,Student Council,29926.23,3099,93.49,2025-07-24,2013-04-01
Natalie Johnson,Male,Grade 6,A-Diamond,Installment,Literature,None,31711.23,3324,80.16,2025-07-08,2014-04-18
William Ayala,Male,Grade 3,A-Diamond,Scholarship,Computer Science,Glee Club,22777.48,1122,82.04,2026-05-04,2007-10-02
Luke Wright,Non-binary,Grade 11,D-Ruby,Installment,Science,None,38440.13,606,93.25,2026-02-03,2012-08-23
Sarah Parks,Female,Grade 12,C-Sapphire,Full Payment,Mathematics,Glee Club,32688.14,4853,77.93,2025-12-04,2011-06-03
Mary Guerrero,Female,Grade 3,C-Sapphire,Scholarship,Literature,None,42579.98,1876,75.33,2025-09-15,2012-11-22
Erika Miller,Male,Grade 3,B-Emerald,Scholarship,Mathematics,Student Council,17651.45,2679,85.3,2026-03-15,2015-11-28
Alicia Robinson,Male,Grade 1,D-Ruby,Full Payment,Science,None,42059.39,3876,81.46,2026-01-19,2013-12-10
James Woodard,Male,Grade 6,A-Diamond,Late Payment,Science,Glee Club,42824.91,2918,82.13,2025-10-03,2020-04-09
Robert Oconnell,Female,Grade 3,A-Diamond,Installment,Literature,Varsity,40872.84,3530,81.96,2026-02-23,2010-06-05
Richard Henderson,Female,Grade 12,A-Diamond,Scholarship,Literature,Arts Club,44503.43,4452,83.21,2026-04-20,2010-02-04
Kristina Phillips,Male,Grade 9,D-Ruby,Late Payment,Science,Arts Club,18959.17,2770,96.84,2026-03-04,2007-05-17
Kelly Cooper,Non-binary,Grade 9,A-Diamond,Installment,History,Glee Club,16212.95,4523,89.75,2025-05-15,2012-02-15
Timothy Lynch,Non-binary,Grade 9,A-Diamond,Installment,Mathematics,Student Council,20733.89,841,95.06,2026-05-06,2018-11-26
Joshua Fernandez,Male,Grade 3,C-Sapphire,Full Payment,Science,Arts Club,31610.43,1837,91.33,2026-03-10,2019-02-03
Nicole Murray,Non-binary,Grade 9,B-Emerald,Installment,Literature,Varsity,27180.09,4009,99.0,2025-10-15,2010-12-07
Larry Mcdaniel,Female,Grade 6,B-Emerald,Full Payment,History,Varsity,42881.37,2431,98.01,2026-02-22,2012-01-19
Daniel Smith,Female,Grade 11,C-Sapphire,Late Payment,Literature,Student Council,42063.58,1385,89.39,2025-06-29,2013-10-18
Krystal Jones,Female,Grade 12,C-Sapphire,Installment,Science,Glee Club,15931.26,1583,92.68,2026-02-03,2010-12-20
Michael Garner,Female,Grade 9,A-Diamond,Full Payment,Literature,Student Council,41472.01,3980,81.84,2025-08-16,2019-07-31
Stephen Riggs,Non-binary,Grade 9,B-Emerald,Scholarship,History,Varsity,36427.17,4672,77.4,2025-11-20,2010-04-11
Paul Simon,Male,Grade 1,B-Emerald,Late Payment,History,Arts Club,31665.82,4980,87.39,2026-03-18,2015-12-09
James Smith,Male,Grade 12,B-Emerald,Late Payment,Computer Science,Student Council,42335.37,706,75.61,2025-07-11,2017-03-15
Jeffrey Johnson,Female,Grade 7,B-Emerald,Late Payment,Mathematics,Student Council,16794.7,3089,78.39,2025-08-17,2013-10-10
Jasmine Carlson,Female,Grade 11,A-Diamond,Late Payment,Science,None,18030.89,1762,85.76,2025-09-29,2013-01-17
Andrea Crane,Non-binary,Grade 11,C-Sapphire,Installment,Literature,Arts Club,19554.49,1510,92.46,2025-11-20,2009-12-20
